filename,width,height,class,xmin,ymin,xmax,ymax
23f4f874-54_png.rf.59e81c33b251968273f93bb35995c46f.jpg,640,640,shrub,2,3,303,235
23f4f874-54_png.rf.59e81c33b251968273f93bb35995c46f.jpg,640,640,shrub,467,263,633,497
23f4f874-54_png.rf.59e81c33b251968273f93bb35995c46f.jpg,640,640,shrub,68,474,369,636
df01bc4e-96_png.rf.2c83e1afc42e2be0cbe2d694f23939fe.jpg,640,640,shrub,35,150,529,510
47c45008-114_png.rf.ce88b3f1cba94c8ec05e4c0c84735a00.jpg,640,640,shrub,242,340,415,571
47c45008-114_png.rf.ce88b3f1cba94c8ec05e4c0c84735a00.jpg,640,640,shrub,419,76,604,402
47c45008-114_png.rf.ce88b3f1cba94c8ec05e4c0c84735a00.jpg,640,640,shrub,12,216,168,449
9a770754-43_png.rf.18531a89980bd38d267482a029f6f1eb.jpg,640,640,shrub,57,393,222,585
9a770754-43_png.rf.18531a89980bd38d267482a029f6f1eb.jpg,640,640,shrub,219,352,438,601
9a770754-43_png.rf.18531a89980bd38d267482a029f6f1eb.jpg,640,640,shrub,239,156,368,302
9a770754-43_png.rf.18531a89980bd38d267482a029f6f1eb.jpg,640,640,shrub,0,0,167,186
8f55317f-84_png.rf.7a4cde2d3e293be2433164b636810730.jpg,640,640,shrub,231,165,522,484
8f55317f-84_png.rf.7a4cde2d3e293be2433164b636810730.jpg,640,640,shrub,318,467,422,546
8f55317f-84_png.rf.7a4cde2d3e293be2433164b636810730.jpg,640,640,shrub,418,442,640,626
8f55317f-84_png.rf.7a4cde2d3e293be2433164b636810730.jpg,640,640,shrub,397,104,557,204
f0cbc2ce-14_png.rf.1c6a22b3e91e965679ae36b2af7a68d1.jpg,640,640,shrub,117,465,247,631
f0cbc2ce-14_png.rf.1c6a22b3e91e965679ae36b2af7a68d1.jpg,640,640,shrub,267,469,470,640
f0cbc2ce-14_png.rf.1c6a22b3e91e965679ae36b2af7a68d1.jpg,640,640,shrub,516,282,600,412
f0cbc2ce-14_png.rf.1c6a22b3e91e965679ae36b2af7a68d1.jpg,640,640,shrub,265,299,414,456
f0cbc2ce-14_png.rf.1c6a22b3e91e965679ae36b2af7a68d1.jpg,640,640,shrub,356,2,531,264
5d26af2a-19_png.rf.c7468ba2edf40b8fcce915f5d5ad0105.jpg,640,640,shrub,23,104,341,364
5d26af2a-19_png.rf.c7468ba2edf40b8fcce915f5d5ad0105.jpg,640,640,shrub,249,369,640,624
3fb4e682-152_png.rf.554f31af9ac8d28d9f1c91cfbdc7faab.jpg,640,640,shrub,305,350,640,590
3fb4e682-152_png.rf.554f31af9ac8d28d9f1c91cfbdc7faab.jpg,640,640,shrub,214,250,510,398
3fb4e682-152_png.rf.554f31af9ac8d28d9f1c91cfbdc7faab.jpg,640,640,shrub,32,294,139,388
138d72c9-158_png.rf.80bb5bb792fd2a75536ec51719191fd3.jpg,640,640,shrub,206,259,436,472
138d72c9-158_png.rf.80bb5bb792fd2a75536ec51719191fd3.jpg,640,640,shrub,426,242,612,445
c876ee75-93_png.rf.63517216d4f6d84d8313004e07378fc9.jpg,640,640,shrub,1,204,279,596
c876ee75-93_png.rf.63517216d4f6d84d8313004e07378fc9.jpg,640,640,shrub,290,517,540,636
ce705b88-36_png.rf.dd91405023c62e319a5d804d8a81be1d.jpg,640,640,shrub,98,524,362,637
ce705b88-36_png.rf.dd91405023c62e319a5d804d8a81be1d.jpg,640,640,shrub,27,464,159,640
ce705b88-36_png.rf.dd91405023c62e319a5d804d8a81be1d.jpg,640,640,shrub,244,90,439,321
b29aa868-139_png.rf.1dc1de79f84ecacc7aa5b41470fc3e72.jpg,640,640,shrub,124,139,403,520
7bbe21dd-64_png.rf.610a6d8e941542faf28b9edf9f6984e6.jpg,640,640,shrub,97,295,506,541
7bbe21dd-64_png.rf.610a6d8e941542faf28b9edf9f6984e6.jpg,640,640,shrub,0,329,141,634
005515b2-1_png.rf.c1e05d863eedc783292b75695401abc5.jpg,640,640,shrub,173,148,517,470
005515b2-1_png.rf.c1e05d863eedc783292b75695401abc5.jpg,640,640,shrub,0,0,88,124
005515b2-1_png.rf.c1e05d863eedc783292b75695401abc5.jpg,640,640,shrub,32,105,41,127
89e6200b-121_png.rf.de218ee2e82540c0860620bed4d46226.jpg,640,640,shrub,208,306,516,571
89e6200b-121_png.rf.de218ee2e82540c0860620bed4d46226.jpg,640,640,shrub,173,115,389,310
89e6200b-121_png.rf.de218ee2e82540c0860620bed4d46226.jpg,640,640,shrub,354,153,609,325
89e6200b-121_png.rf.de218ee2e82540c0860620bed4d46226.jpg,640,640,shrub,101,208,222,300
89e6200b-121_png.rf.de218ee2e82540c0860620bed4d46226.jpg,640,640,shrub,0,432,47,622
0c678d72-94_png.rf.9d77debaa63238a2f68182e82a16dab9.jpg,640,640,shrub,264,364,447,640
0c678d72-94_png.rf.9d77debaa63238a2f68182e82a16dab9.jpg,640,640,shrub,71,213,300,387
0c678d72-94_png.rf.9d77debaa63238a2f68182e82a16dab9.jpg,640,640,shrub,0,296,63,434
8c9ec5e9-59_png.rf.936a25273b5469655beb5f0ff99e64ff.jpg,640,640,shrub,388,294,638,541
8c9ec5e9-59_png.rf.936a25273b5469655beb5f0ff99e64ff.jpg,640,640,shrub,223,332,347,479
8c9ec5e9-59_png.rf.936a25273b5469655beb5f0ff99e64ff.jpg,640,640,shrub,151,126,530,347
8c9ec5e9-59_png.rf.936a25273b5469655beb5f0ff99e64ff.jpg,640,640,shrub,91,303,212,407
b7411fd0-198_png.rf.3243af2b003eac284a590381fb14520f.jpg,640,640,shrub,298,62,430,251
b7411fd0-198_png.rf.3243af2b003eac284a590381fb14520f.jpg,640,640,shrub,82,338,273,486
efe3514b-192_png.rf.97331f4236a4ba50e185fa67a37e852e.jpg,640,640,shrub,20,74,622,574
41eb6dd6-67_png.rf.5da8053d87543f5b426c66c87a8caad4.jpg,640,640,shrub,211,238,291,336
41eb6dd6-67_png.rf.5da8053d87543f5b426c66c87a8caad4.jpg,640,640,shrub,293,352,376,444
41eb6dd6-67_png.rf.5da8053d87543f5b426c66c87a8caad4.jpg,640,640,shrub,483,242,628,461
80735815-89_png.rf.fd930b43efd153a9df5e45adfc7cb09f.jpg,640,640,shrub,157,535,377,640
80735815-89_png.rf.fd930b43efd153a9df5e45adfc7cb09f.jpg,640,640,shrub,399,467,478,541
84a61d33-177_png.rf.a071eb4f9f56d7dacd965c5989c0503c.jpg,640,640,shrub,139,212,510,461
22fa11ce-162_png.rf.6435bd56ca76d5462c87ac3e00262c2a.jpg,640,640,shrub,141,290,347,504
22fa11ce-162_png.rf.6435bd56ca76d5462c87ac3e00262c2a.jpg,640,640,shrub,267,82,417,303
22fa11ce-162_png.rf.6435bd56ca76d5462c87ac3e00262c2a.jpg,640,640,shrub,513,440,640,578
22fa11ce-162_png.rf.6435bd56ca76d5462c87ac3e00262c2a.jpg,640,640,shrub,210,513,425,639
22fa11ce-162_png.rf.6435bd56ca76d5462c87ac3e00262c2a.jpg,640,640,shrub,340,355,478,503
54888ff6-77_png.rf.9250b65f9e98c4259d0d55085db5824f.jpg,640,640,shrub,2,17,363,544
54888ff6-77_png.rf.9250b65f9e98c4259d0d55085db5824f.jpg,640,640,shrub,346,148,640,521
b5aabc12-163_png.rf.03e297a54809c6f9c1c3faa81ac071e5.jpg,640,640,shrub,242,239,519,421
b5aabc12-163_png.rf.03e297a54809c6f9c1c3faa81ac071e5.jpg,640,640,shrub,49,347,324,628
b5aabc12-163_png.rf.03e297a54809c6f9c1c3faa81ac071e5.jpg,640,640,shrub,291,149,388,230
d8fa9b0a-168_png.rf.86ccbedfcced7b025866765315e8b638.jpg,640,640,shrub,27,161,423,436
d8fa9b0a-168_png.rf.86ccbedfcced7b025866765315e8b638.jpg,640,640,shrub,504,345,640,432
e8b8569e-80_png.rf.7ae63d7cb34747279cc2e33f0920e932.jpg,640,640,shrub,0,180,475,598
87a363fd-23_png.rf.f4bc4127eee4018347a6846317d50810.jpg,640,640,shrub,74,82,624,538
693e180a-39_png.rf.6580a23cd9bec3cdc038f72ba47575bb.jpg,640,640,shrub,77,332,281,568
693e180a-39_png.rf.6580a23cd9bec3cdc038f72ba47575bb.jpg,640,640,shrub,366,294,568,538
da924337-182_png.rf.dfd3f7724f44699a4335ea3ea481f4dc.jpg,640,640,shrub,13,156,593,579
da924337-182_png.rf.dfd3f7724f44699a4335ea3ea481f4dc.jpg,640,640,shrub,424,127,514,194
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,197,198,422,316
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,435,389,640,604
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,14,0,200,175
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,205,130,313,208
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,305,98,400,169
9f94f118-42_png.rf.864a909496747d6944ab2ed06fa32c6b.jpg,640,640,shrub,418,90,490,182
3ebea124-24_png.rf.507205fba0647636a6f100b0bac5d192.jpg,640,640,shrub,133,207,449,539
3ebea124-24_png.rf.507205fba0647636a6f100b0bac5d192.jpg,640,640,shrub,7,39,124,177
3ebea124-24_png.rf.507205fba0647636a6f100b0bac5d192.jpg,640,640,shrub,116,70,567,430
2643ffea-88_png.rf.6ba8c761d3adab8ca9273562e699fbb3.jpg,640,640,shrub,390,163,515,363
2643ffea-88_png.rf.6ba8c761d3adab8ca9273562e699fbb3.jpg,640,640,shrub,283,133,371,281
2643ffea-88_png.rf.6ba8c761d3adab8ca9273562e699fbb3.jpg,640,640,shrub,49,208,265,578
2643ffea-88_png.rf.6ba8c761d3adab8ca9273562e699fbb3.jpg,640,640,shrub,0,80,104,213
d3de63c6-167_png.rf.3fe8d3983857017dd3939eb70e898386.jpg,640,640,shrub,189,162,485,494
d3de63c6-167_png.rf.3fe8d3983857017dd3939eb70e898386.jpg,640,640,shrub,291,0,485,124
d3de63c6-167_png.rf.3fe8d3983857017dd3939eb70e898386.jpg,640,640,shrub,502,110,631,216
6b914473-197_png.rf.e68ee6d2d3c6d23d0d5742859f39a230.jpg,640,640,shrub,162,65,311,361
6b914473-197_png.rf.e68ee6d2d3c6d23d0d5742859f39a230.jpg,640,640,shrub,305,279,548,424
6b914473-197_png.rf.e68ee6d2d3c6d23d0d5742859f39a230.jpg,640,640,shrub,516,388,640,509
6b914473-197_png.rf.e68ee6d2d3c6d23d0d5742859f39a230.jpg,640,640,shrub,192,489,557,640
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,203,319,351,493
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,398,342,484,474
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,495,419,588,533
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,527,211,629,354
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,398,210,502,360
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,280,201,374,333
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,105,208,205,348
80ffbd68-156_png.rf.b2e3eab0493fbbff84d169dceb2e943c.jpg,640,640,shrub,1,208,75,334
f5534c19-199_png.rf.0f7a41dada78b48b594f8bb7f9a96188.jpg,640,640,shrub,234,192,483,443
f5534c19-199_png.rf.0f7a41dada78b48b594f8bb7f9a96188.jpg,640,640,shrub,401,448,503,544
f5534c19-199_png.rf.0f7a41dada78b48b594f8bb7f9a96188.jpg,640,640,shrub,511,98,640,468
f5534c19-199_png.rf.0f7a41dada78b48b594f8bb7f9a96188.jpg,640,640,shrub,226,422,340,495
f5534c19-199_png.rf.0f7a41dada78b48b594f8bb7f9a96188.jpg,640,640,shrub,0,201,174,407
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,227,491,607,633
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,76,266,206,372
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,86,365,218,537
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,262,14,421,168
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,46,2,257,148
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,424,71,538,229
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,414,342,550,474
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,297,176,429,372
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,216,187,291,317
7b8c98b3-125_png.rf.bc772ecf7996557d4f67fde92ab48cc1.jpg,640,640,shrub,208,336,324,423
c1118740-99_png.rf.530cd7af91bb469ef8da6f54834ae524.jpg,640,640,shrub,117,265,232,392
c1118740-99_png.rf.530cd7af91bb469ef8da6f54834ae524.jpg,640,640,shrub,398,286,482,362
f503fa19-83_png.rf.11a4691b9a0adf356510800f7867f30b.jpg,640,640,shrub,23,362,547,533
f503fa19-83_png.rf.11a4691b9a0adf356510800f7867f30b.jpg,640,640,shrub,0,295,100,512
c3f53a66-70_png.rf.fef43f00f2ae72b0b63ad7c3292e3758.jpg,640,640,shrub,143,451,321,612
c3f53a66-70_png.rf.fef43f00f2ae72b0b63ad7c3292e3758.jpg,640,640,shrub,37,250,238,389
c3f53a66-70_png.rf.fef43f00f2ae72b0b63ad7c3292e3758.jpg,640,640,shrub,308,119,386,173
ec3f0d5a-103_png.rf.675e0dfb9cf1077eec093a8cb4d066a3.jpg,640,640,shrub,224,280,412,445
ec3f0d5a-103_png.rf.675e0dfb9cf1077eec093a8cb4d066a3.jpg,640,640,shrub,454,308,640,525
ec3f0d5a-103_png.rf.675e0dfb9cf1077eec093a8cb4d066a3.jpg,640,640,shrub,505,549,596,637
ec3f0d5a-103_png.rf.675e0dfb9cf1077eec093a8cb4d066a3.jpg,640,640,shrub,348,481,439,591
7cef15dd-166_png.rf.4258f89d7b33fd5bcc97d94064c965a8.jpg,640,640,shrub,0,459,407,639
7cef15dd-166_png.rf.4258f89d7b33fd5bcc97d94064c965a8.jpg,640,640,shrub,222,72,374,297
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,194,276,300,355
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,223,508,326,594
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,371,156,494,282
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,258,122,380,202
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,257,1,455,109
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,460,336,556,401
caaa10fa-29_png.rf.5ecb8ae98b74ce922bca0bcd092b9db1.jpg,640,640,shrub,332,368,428,449
a7ce6b1b-20_png.rf.77e7d0378746c1afbecd69fdd7e0c1eb.jpg,640,640,shrub,323,266,581,505
a7ce6b1b-20_png.rf.77e7d0378746c1afbecd69fdd7e0c1eb.jpg,640,640,shrub,203,24,337,131
1d5f4068-3_png.rf.cd49171444405a0699544e872f81a345.jpg,640,640,shrub,69,41,591,528
5f55ecbc-180_png.rf.4b4e7de85cfe73dce19d5705c6fd0b8c.jpg,640,640,shrub,41,247,353,487
5f55ecbc-180_png.rf.4b4e7de85cfe73dce19d5705c6fd0b8c.jpg,640,640,shrub,360,141,586,273
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,0,416,84,634
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,306,345,432,483
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,426,299,514,433
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,378,144,498,316
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,111,192,362,483
8963470e-141_png.rf.734f55aa7c28222dfd1bed69c34344f1.jpg,640,640,shrub,33,129,122,297
2bf79921-176_png.rf.2ef2e6945d7d8010f8bf6b68be6a8c3d.jpg,640,640,shrub,16,115,170,221
2bf79921-176_png.rf.2ef2e6945d7d8010f8bf6b68be6a8c3d.jpg,640,640,shrub,443,90,629,218
2bf79921-176_png.rf.2ef2e6945d7d8010f8bf6b68be6a8c3d.jpg,640,640,shrub,520,330,640,494
6a62ad0e-116_png.rf.b285f05933f8723cfebff3e598fa39e1.jpg,640,640,shrub,126,90,499,384
6d434b89-127_png.rf.3d2e1de03f4f2636f0c14a1c7590b61f.jpg,640,640,shrub,169,319,499,540
6d434b89-127_png.rf.3d2e1de03f4f2636f0c14a1c7590b61f.jpg,640,640,shrub,24,187,272,370
6d434b89-127_png.rf.3d2e1de03f4f2636f0c14a1c7590b61f.jpg,640,640,shrub,320,148,561,319
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,210,260,469,621
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,432,218,544,370
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,482,406,582,561
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,95,492,212,612
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,147,38,432,313
afe586bc-108_png.rf.a0075afa7a944900bbfaa110df10ab97.jpg,640,640,shrub,0,150,161,397
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,13,441,151,600
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,186,505,297,581
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,325,580,482,640
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,338,482,458,562
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,248,398,358,501
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,344,261,444,413
b1eec577-137_png.rf.048124ab4060a5150f0b2c34667d6115.jpg,640,640,shrub,480,397,535,466
deab9dff-179_png.rf.707fb3c55699032c74ed8d92d3a28e52.jpg,640,640,shrub,139,150,435,438
deab9dff-179_png.rf.707fb3c55699032c74ed8d92d3a28e52.jpg,640,640,shrub,274,422,485,594
deab9dff-179_png.rf.707fb3c55699032c74ed8d92d3a28e52.jpg,640,640,shrub,545,321,640,488
deab9dff-179_png.rf.707fb3c55699032c74ed8d92d3a28e52.jpg,640,640,shrub,408,225,538,417
deab9dff-179_png.rf.707fb3c55699032c74ed8d92d3a28e52.jpg,640,640,shrub,344,39,495,187
ed6eac43-27_png.rf.bd26afea3ef4d2fa822845c50606cd31.jpg,640,640,shrub,12,118,321,513
ed6eac43-27_png.rf.bd26afea3ef4d2fa822845c50606cd31.jpg,640,640,shrub,287,282,467,551
ed6eac43-27_png.rf.bd26afea3ef4d2fa822845c50606cd31.jpg,640,640,shrub,452,212,592,415
ed6eac43-27_png.rf.bd26afea3ef4d2fa822845c50606cd31.jpg,640,640,shrub,584,152,640,366
ed6eac43-27_png.rf.bd26afea3ef4d2fa822845c50606cd31.jpg,640,640,shrub,260,51,575,349
91df7016-161_png.rf.e5ce9acd232b0cd68da8b07a646abf98.jpg,640,640,shrub,174,193,407,579
91df7016-161_png.rf.e5ce9acd232b0cd68da8b07a646abf98.jpg,640,640,shrub,403,300,449,397
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,313,385,600,640
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,402,273,481,367
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,251,183,328,283
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,3,179,127,345
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,44,3,182,165
d106c65b-34_png.rf.247f9cc6605e41768f74ea69fe93796d.jpg,640,640,shrub,332,187,387,279
b22284e6-174_png.rf.be4fc755bc57d1743bd008ce0d0f5586.jpg,640,640,shrub,230,275,435,403
523c7b72-62_png.rf.96330708869f3b1e0d164ffac7c31606.jpg,640,640,shrub,108,213,492,528
69adb497-130_png.rf.c159f3b6a7fec3afc566187996d6337d.jpg,640,640,shrub,0,106,386,595
69adb497-130_png.rf.c159f3b6a7fec3afc566187996d6337d.jpg,640,640,shrub,0,5,102,93
69adb497-130_png.rf.c159f3b6a7fec3afc566187996d6337d.jpg,640,640,shrub,358,225,566,358
054e38ca-159_png.rf.cc2f88765245b7bf321b429667eaa1f3.jpg,640,640,shrub,65,43,337,234
054e38ca-159_png.rf.cc2f88765245b7bf321b429667eaa1f3.jpg,640,640,shrub,201,140,528,422
054e38ca-159_png.rf.cc2f88765245b7bf321b429667eaa1f3.jpg,640,640,shrub,35,457,145,571
3ebea124-24_png.rf.0787ea7156e8b5d1ee718681c7568946.jpg,640,640,shrub,123,200,425,514
3ebea124-24_png.rf.0787ea7156e8b5d1ee718681c7568946.jpg,640,640,shrub,6,39,117,171
3ebea124-24_png.rf.0787ea7156e8b5d1ee718681c7568946.jpg,640,640,shrub,113,63,548,398
677fb9b5-8_png.rf.7a7b7f842c4be7bd332467f7bfb8ee47.jpg,640,640,shrub,64,179,478,475
677fb9b5-8_png.rf.7a7b7f842c4be7bd332467f7bfb8ee47.jpg,640,640,shrub,484,226,640,463
677fb9b5-8_png.rf.7a7b7f842c4be7bd332467f7bfb8ee47.jpg,640,640,shrub,0,4,206,201
36cf6bd5-138_png.rf.9fe851f4eeb0c71122b7913223957e8a.jpg,640,640,shrub,42,231,558,640
702143c6-6_png.rf.68b2cc190d1b255a0f877a822bd62ebf.jpg,640,640,shrub,0,164,201,525
702143c6-6_png.rf.68b2cc190d1b255a0f877a822bd62ebf.jpg,640,640,shrub,449,192,566,390
702143c6-6_png.rf.68b2cc190d1b255a0f877a822bd62ebf.jpg,640,640,shrub,182,169,422,402
2643ffea-88_png.rf.32e69ee69c08aa0d22c4632556f72e1a.jpg,640,640,shrub,396,184,526,379
2643ffea-88_png.rf.32e69ee69c08aa0d22c4632556f72e1a.jpg,640,640,shrub,287,148,379,293
2643ffea-88_png.rf.32e69ee69c08aa0d22c4632556f72e1a.jpg,640,640,shrub,55,219,281,580
2643ffea-88_png.rf.32e69ee69c08aa0d22c4632556f72e1a.jpg,640,640,shrub,3,84,110,213
f0de0ce3-15_png.rf.9a57ef2422adf34745f379e4edc44a7a.jpg,640,640,shrub,171,183,425,557
f0de0ce3-15_png.rf.9a57ef2422adf34745f379e4edc44a7a.jpg,640,640,shrub,0,192,142,506
f0de0ce3-15_png.rf.9a57ef2422adf34745f379e4edc44a7a.jpg,640,640,shrub,0,37,108,207
f0de0ce3-15_png.rf.9a57ef2422adf34745f379e4edc44a7a.jpg,640,640,shrub,465,445,637,640
c22d4c2b-105_png.rf.3fab5ff2c5ad310efab5f3c7a3b73295.jpg,640,640,shrub,57,149,329,491
c22d4c2b-105_png.rf.3fab5ff2c5ad310efab5f3c7a3b73295.jpg,640,640,shrub,407,353,513,493
c22d4c2b-105_png.rf.3fab5ff2c5ad310efab5f3c7a3b73295.jpg,640,640,shrub,348,137,574,427
c22d4c2b-105_png.rf.3fab5ff2c5ad310efab5f3c7a3b73295.jpg,640,640,shrub,556,109,640,399
32283c72-119_png.rf.a3ffe20e053dd7d4e3b3e2274829c967.jpg,640,640,shrub,186,257,310,325
99745882-50_png.rf.f7b3f8d2e92685b410664b9752fa8538.jpg,640,640,shrub,258,427,640,640
99745882-50_png.rf.f7b3f8d2e92685b410664b9752fa8538.jpg,640,640,shrub,432,266,640,447
99745882-50_png.rf.f7b3f8d2e92685b410664b9752fa8538.jpg,640,640,shrub,141,94,481,346
99745882-50_png.rf.f7b3f8d2e92685b410664b9752fa8538.jpg,640,640,shrub,121,346,337,513
0251ee45-91_png.rf.57fcb73c898a3e6998d8607deee89587.jpg,640,640,shrub,176,97,621,593
0251ee45-91_png.rf.57fcb73c898a3e6998d8607deee89587.jpg,640,640,shrub,256,6,384,84
0c678d72-94_png.rf.ed70c965bd6de04a1e8da28274027f8a.jpg,640,640,shrub,325,345,503,612
